  objname                       	   mod0 	     vgsr 	dist
  ESO443-080                    	33.23	1976	44258837
  ESO440-027                    	31.41	1526	19142559
  IC0407                        	33.21	2690	43853070
  NGC1511                       	30.78	1158	14321879
  NGC1515                       	31.13	1007	16826741
  NGC1532                       	31.35	1064	18620871
  IC2143                        	32.88	2892	37670380
  NGC1964                       	31.71	1504	21978599
  NGC6754                       	32.9	3198	38018940
  ESO593-003                    	35.13	8293	106169556
  ESO554-028                    	32.55	1908	32359366
  ESO459-006                    	34.47	5776	78342964
  NGC6861F                      	31.83	3170	23227368
  ESO340-008                    	32.92	2839	38370725
  NGC2104                       	31.08	962	16443717
  IC2150                        	33.14	2925	42461956
  IC4964                        	32.97	3046	39264494
  ESO281-038                    	33.78	4939	57016427
  ESO287-013                    	32.47	2677	31188896
  NGC6875A                      	32.32	3156	29107171
  ESO403-031                    	32.59	2551	32960971
  NGC7126                       	32.78	2970	35974934
  NGC7151                       	31.8	1828	22908677
  ESO601-007                    	31.78	1866	22698649
  ESO146-014                    	31.48	1608	19769696
  ESO237-049                    	32.76	2884	35645113
  IC5179                        	33.35	3427	46773514
  NGC7314                       	30.99	1479	15776113
  NGC7456                       	30.83	1193	14655478
  ESO407-009                    	32.19	1568	27415742
  NGC7661                       	32.56	1928	32508730
  ESO381-051                    	33.94	4846	61376201
  ESO446-053                    	31.17	1287	17139573
  ESO285-048                    	32.25	2699	28183829
  IC5026                        	32.63	2614	33573761
  IC5071                        	32.45	3007	30902954
  NGC3684                       	31.57	1092	20606299
  NGC5970                       	32.23	2022	27925438
  NGC6962                       	33.65	4358	53703180
  NGC1433                       	29.6	928	8317638
  NGC1448                       	31.4	1023	19054607
  ESO575-053                    	32.46	2411	31045596
  ESO576-050                    	31	1859	15848932
  NGC4628                       	33.16	2709	42854852
  ESO373-008                    	29.93	703	9682779
  NGC1494                       	30.47	971	12416523
  NGC4660                       	30.86	1046	14859356
  PGC3116657                    	37.25	25977	281838293
  PGC3116670                    	37.59	22950	329609712
  UGC00866                      	31.86	1803	23550493
  NGC0497                       	35.26	8193	112719746
  NGC0701                       	31.52	1860	20137242
  PGC1183727                    	37.57	28268	326587832
  NGC2410                       	33.97	4649	62230029
  PGC090789                     	35.45	8100	123026877
  PGC090796                     	35.65	8528	134896288
  PGC090801                     	33.97	3863	62230029
  PGC090803                     	34.52	5284	80167806
  PGC090806                     	35.15	6031	107151931
  UGC04296                      	35.45	8870	123026877
  PGC023374                     	34.89	4144	95060479
  UGC04386                      	34.2	4550	69183097
  IC2348                        	35.18	5889	108642562
  UGC04482                      	33.13	1999	42266861
  NGC2619                       	33.61	3417	52722986
  PGC024286                     	35.52	8118	127057411
  PGC025005                     	35.27	7484	113240036
  UGC04753                      	32.28	1852	28575905
  IC0530                        	34.56	4845	81658237
  UGC04906                      	32.79	2318	36140986
  UGC05107                      	32.71	1868	34833732
  PGC028061                     	35.11	9904	105196187
  NGC3020                       	31.68	1333	21677041
  UGC05354                      	32.59	1196	32960971
  IC0582                        	34.59	7541	82794216
  NGC3131                       	34.4	5015	75857758
  UGC05522                      	33.05	1095	40738028
  PGC029953                     	35.33	7367	116412603
  UGC05542                      	35.77	9255	142560759
  UGC05707                      	31.36	2818	18706821
  UGC05713                      	35.05	6252	102329299
  PGC031552                     	35.15	6839	107151931
  SDSSJ103928.53+051101.1       	37.78	20203	359749335
  NGC3327                       	35.03	6249	101391139
  UGC06015                      	36.52	12460	201372425
  PGC033043                     	35.19	6685	109144034
  NGC3522                       	32.03	1142	25468303
  UGC06309                      	32.76	2910	35645113
  NGC3625                       	32.79	2020	36140986
  NGC3629                       	32.75	1475	35481339
  NGC3669                       	31.84	1831	23334581
  PGC1676859                    	35.9	9369	151356125
  NGC3683                       	32.54	1786	32210688
  PGC035622                     	34.72	6070	87902252
  UGC06603                      	31.99	1627	25003454
  PGC036371                     	34.22	6274	69823240
  NGC3891                       	35.66	6278	135518941
  PGC036856                     	34.91	6771	95940063
  UGC06791                      	32.5	1819	31622777
  UGC06862                      	34.13	2658	66988461
  NGC4172                       	35.67	9405	136144468
  NGC4200                       	31.92	2280	24210290
  NGC4224                       	33.81	2510	57809605
  PGC039556                     	31.84	1924	23334581
  PGC039813                     	31.68	2484	21677041
  PGC039894                     	32.58	875	32809529
  NGC4292                       	29.88	2177	9462372
  PGC1875560                    	31.11	909	16672472
  NGC4313                       	30.44	1375	12246162
  IC3284                        	35.79	7785	143879858
  IC3388                        	30.98	1656	15703628
  NGC4493                       	34.95	6830	97723722
  NGC4545                       	32.74	2778	35318317
  NGC4668                       	30.96	1537	15559656
  UGC07941                      	33.27	2421	45081670
  PGC092948                     	36.41	13621	191425593
  PGC043278                     	34.23	6902	70145530
  UGC08017                      	35.45	7078	123026877
  PGC044159                     	34.89	7309	95060479
  PGC083669                     	33.35	7788	46773514
  PGC083670                     	35.43	6132	121898960
  PGC083671                     	34.36	6567	74473197
  PGC083675                     	35.91	8352	152054753
  PGC083681                     	35.17	7255	108143395
  PGC083682                     	33.68	7157	54450265
  PGC083684                     	33.05	7450	40738028
  PGC083688                     	34.33	8182	73451387
  PGC083695                     	32.92	6144	38370725
  PGC083696                     	33.91	6425	60534087
  PGC083703                     	35.02	7318	100925289
  PGC083716                     	34.27	7194	71449633
  PGC044440                     	35.04	5464	101859139
  PGC044467                     	35.11	7160	105196187
  PGC044469                     	35.69	6929	137404198
  PGC083720                     	34.85	7033	93325430
  PGC083727                     	34.98	7021	99083194
  PGC044519                     	33.1	6952	41686938
  PGC083729                     	35.04	6023	101859139
  PGC044546                     	36.08	7046	164437172
  PGC044547                     	35.19	6418	109144034
  IC3955                        	34.96	7681	98174794
  PGC044562                     	35.21	5751	110153931
  IC3963                        	34.7	6840	87096359
  PGC044573                     	35.1	9477	104712855
  PGC044576                     	34.29	6073	72110748
  2MASXJ12592407+2820498        	37.74	20314	353183170
  PGC044594                     	34.81	6683	91622049
  IC3976                        	35.66	6802	135518941
  PGC044629                     	34.98	7600	99083194
  PGC083734                     	35.23	6268	111173173
